0,2
0,4
0,7
0,8
0,10
0,12
0,13
0,14
0,15
0,17
0,20
0,21
0,23
0,25
0,26
0,27
0,30
0,33
0,34
0,36
0,37
0,38
0,39
0,46
0,48
0,49
0,50
0,51
0,52
0,54
0,56
0,58
0,61
0,62
0,63
0,64
0,65
0,66
0,67
0,69
0,71
0,72
0,75
0,78
0,79
0,80
0,83
0,86
0,90
0,91
0,92
0,93
0,96
0,100
0,101
0,107
0,109
0,110
0,112
0,115
0,121
0,122
0,127
0,128
0,132
0,134
0,135
0,137
0,138
0,145
0,146
0,147
0,148
0,149
0,150
0,152
0,154
0,156
0,158
0,161
0,162
0,163
0,164
0,165
0,166
0,167
0,168
0,169
0,170
0,171
0,174
0,175
0,176
0,180
0,184
0,185
0,186
0,192
0,193
0,194
1,17
1,21
1,25
1,38
1,48
1,49
1,54
1,64
1,67
1,77
1,91
1,96
1,128
1,145
1,171
1,180
1,186
2,8
2,9
2,11
2,12
2,14
2,17
2,26
2,30
2,31
2,38
2,40
2,46
2,48
2,49
2,50
2,51
2,52
2,54
2,58
2,61
2,62
2,64
2,65
2,69
2,72
2,73
2,78
2,80
2,83
2,84
2,87
2,88
2,89
2,91
2,93
2,96
2,98
2,101
2,109
2,110
2,114
2,118
2,123
2,127
2,128
2,132
2,135
2,138
2,142
2,145
2,146
2,147
2,148
2,149
2,150
2,153
2,156
2,163
2,165
2,166
2,167
2,171
2,172
2,173
2,180
2,181
2,184
2,185
2,186
2,189
2,193
3,108
3,131
3,144
3,156
3,157
4,8
4,9
4,11
4,15
4,17
4,21
4,22
4,23
4,28
4,31
4,34
4,36
4,37
4,39
4,43
4,46
4,48
4,56
4,61
4,64
4,67
4,71
4,84
4,88
4,95
4,96
4,98
4,105
4,109
4,122
4,127
4,128
4,129
4,132
4,134
4,138
4,143
4,145
4,148
4,149
4,150
4,151
4,152
4,153
4,154
4,157
4,158
4,162
4,163
4,164
4,178
4,186
4,188
4,189
4,192
5,64
5,96
5,145
5,153
5,157
6,17
6,25
6,36
6,37
6,38
6,39
6,48
6,51
6,52
6,91
6,101
6,127
6,132
6,144
6,157
6,169
6,170
6,171
6,173
6,186
7,8
7,11
7,17
7,20
7,21
7,25
7,26
7,30
7,37
7,39
7,45
7,48
7,51
7,52
7,57
7,58
7,60
7,64
7,65
7,71
7,75
7,76
7,79
7,80
7,84
7,86
7,88
7,91
7,95
7,96
7,100
7,106
7,109
7,110
7,115
7,127
7,128
7,132
7,135
7,142
7,145
7,148
7,152
7,154
7,161
7,162
7,167
7,169
7,170
7,172
7,173
7,175
7,176
7,185
7,186
7,189
8,9
8,10
8,11
8,12
8,14
8,15
8,17
8,18
8,19
8,20
8,21
8,22
8,23
8,26
8,27
8,28
8,30
8,31
8,33
8,34
8,36
8,37
8,38
8,39
8,40
8,46
8,47
8,48
8,49
8,51
8,52
8,54
8,55
8,56
8,58
8,59
8,61
8,62
8,63
8,64
8,65
8,66
8,67
8,69
8,71
8,72
8,75
8,78
8,79
8,80
8,83
8,84
8,86
8,87
8,88
8,89
8,91
8,92
8,93
8,95
8,96
8,98
8,100
8,101
8,105
8,106
8,107
8,109
8,110
8,111
8,114
8,115
8,116
8,117
8,118
8,121
8,122
8,123
8,127
8,128
8,132
8,134
8,135
8,136
8,137
8,138
8,139
8,141
8,142
8,143
8,145
8,146
8,148
8,149
8,150
8,152
8,153
8,154
8,156
8,158
8,161
8,162
8,167
8,168
8,169
8,170
8,171
8,172
8,173
8,174
8,175
8,176
8,178
8,180
8,181
8,184
8,185
8,186
8,188
8,189
8,192
9,10
9,11
9,13
9,17
9,22
9,23
9,26
9,28
9,29
9,30
9,31
9,34
9,43
9,46
9,48
9,49
9,51
9,52
9,53
9,55
9,56
9,58
9,59
9,60
9,61
9,62
9,63
9,64
9,67
9,69
9,70
9,71
9,72
9,73
9,74
9,75
9,77
9,80
9,83
9,89
9,90
9,93
9,96
9,98
9,99
9,101
9,103
9,105
9,107
9,109
9,110
9,118
9,121
9,122
9,123
9,125
9,127
9,128
9,130
9,132
9,134
9,135
9,138
9,140
9,143
9,145
9,150
9,151
9,152
9,153
9,157
9,161
9,162
9,163
9,167
9,169
9,172
9,173
9,174
9,180
9,181
9,182
9,185
9,186
9,188
9,189
9,190
9,192
9,193
10,11
10,12
10,13
10,14
10,17
10,21
10,23
10,30
10,31
10,38
10,47
10,48
10,51
10,52
10,57
10,59
10,60
10,63
10,64
10,65
10,75
10,80
10,81
10,84
10,86
10,87
10,88
10,90
10,96
10,107
10,109
10,114
10,127
10,128
10,134
10,135
10,137
10,145
10,146
10,149
10,150
10,152
10,154
10,158
10,163
10,167
10,169
10,170
10,172
10,173
10,175
10,177
10,178
10,180
10,181
10,186
10,193
11,13
11,14
11,15
11,17
11,18
11,19
11,20
11,22
11,23
11,25
11,28
11,29
11,30
11,31
11,33
11,38
11,39
11,41
11,43
11,46
11,50
11,51
11,53
11,54
11,55
11,56
11,57
11,58
11,60
11,61
11,62
11,63
11,66
11,69
11,70
11,72
11,73
11,74
11,75
11,78
11,79
11,89
11,92
11,94
11,95
11,98
11,99
11,101
11,103
11,105
11,106
11,107
11,109
11,111
11,112
11,113
11,115
11,117
11,118
11,120
11,122
11,123
11,125
11,127
11,128
11,130
11,132
11,138
11,140
11,141
11,142
11,143
11,144
11,147
11,149
11,150
11,151
11,152
11,153
11,154
11,157
11,158
11,162
11,164
11,166
11,168
11,169
11,171
11,173
11,174
11,177
11,178
11,181
11,183
11,185
11,188
11,189
11,190
11,192
11,193
12,13
12,14
12,17
12,18
12,20
12,23
12,29
12,31
